ticker,loan_id,property_name,city,state,address,zip,loan_level_type
CSAIL 2018-CX12,11,414 SOUTH NEW STREET,,,,,
CSAIL 2018-CX12,11,416 SOUTH NEW STREET,,,,,
CSAIL 2018-CX12,11,418 SOUTH NEW STREET,,,,,
CSAIL 2018-CX12,11,420 SOUTH NEW STREET,,,,,
CSAIL 2018-CX12,11,6 WEST 4TH STREET A1,,,,,
CSAIL 2018-CX12,11,6 WEST 4TH STREET A2,,,,,
CSAIL 2018-CX12,11,6 WEST 4TH STREET A3,,,,,
CSAIL 2018-CX12,11,6 WEST 4TH STREET A6,,,,,
CSAIL 2018-CX12,11,6 WEST 4TH STREET A7,,,,,
CSAIL 2018-CX12,11,6 WEST 4TH STREET A8,,,,,
CSAIL 2018-CX12,11,102 EAST 4TH STREET,,,,,
CSAIL 2018-CX12,11,328 ADAMS STREET,,,,,
CSAIL 2018-CX12,11,233 FIFTH STREET,,,,,
CSAIL 2018-CX12,11,429 WEBSTER STREET,,,,,
CSAIL 2018-CX12,11,443 WEBSTER STREET,,,,,
CSAIL 2018-CX12,11,451 WEBSTER STREET,,,,,
CSAIL 2018-CX12,11,220 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,223 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,226 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,227 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,229 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,231 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,305 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,307 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,308 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,309 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,312 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,315 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,325 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,11,421 EAST 5TH STREET,,,,,
CSAIL 2018-CX12,14,COURTYARD GALVESTON,,,,,
CSAIL 2018-CX12,14,TOWNEPLACE SUITES GALVESTON,,,,,
CSAIL 2018-CX12,18,HAMPTON INN & SUITES BURLINGTON,,,,,
CSAIL 2018-CX12,32,TORRANCE TECHNOLOGY CAMPUS,,,,,
CSAIL 2018-CX12,36,RED ROOF PLUS+ POUGHKEEPSIE,,,,,
CSAIL 2019-C15,26,14901 FAA Boulevard,,,,,
CSAIL 2019-C15,3,Ahwatukee Foothills Towne Center,,,,,
CSAIL 2019-C16,34,Vasa Fitness Denver,,,,,
CSAIL 2019-C17,17,Spring Creek Centre,,,,,
CSAIL 2019-C17,24,Atrium,,,,,
CSAIL 2019-C17,26,Mariner Square,,,,,
CSAIL 2019-C18,2,Palm Beach Estates,,,,,
CSAIL 2019-C18,35,Bassett Furniture - King of Prussia,,,,,
CSAIL 2019-C18,38,Del Mar Terrace Apartments,,,,,
CSAIL 2021-C20,19,Royal Pines,,,,,
CSMC 2016-NXSR,1,NOVO NORDISK,,,,,
CSMC 2016-NXSR,10,GREENWICH OFFICE PARK,,,,,
CSMC 2016-NXSR,27,WINDMILL LAKES CENTER,,,,,
CSMC 2016-NXSR,4,QLIC,,,,,
CSMC 2016-NXSR,8,"WALGREENS - MERRILL, WI",,,,,
CSMC 2016-NXSR,8,"WALGREENS - BEAVER DAM, WI",,,,,
CSMC 2016-NXSR,8,"WALGREENS - JANESVILLE, WI",,,,,
CSMC 2016-NXSR,8,"WALGREENS - CHEYENNE, WY",,,,,
CSMC 2016-NXSR,8,"WALGREENS - TEMPE, AZ",,,,,
CSMC 2016-NXSR,8,"WALGREENS - STEVENS POINT, WI",,,,,
CSMC 2016-NXSR,8,"WALGREENS - ELKHORN, WI",,,,,
CSMC 2016-NXSR,8,"WALGREENS - SHEBOYGAN, WI",,,,,
DBGS 2018-C1,29,HOUMA SHOPPING CENTER,,,,,
DBGS 2018-C1,32,GSK NORTH AMERICAN HQ,,,,,
DBGS 2018-C1,8,3301 MONROE ROAD,,,,,
DBGS 2018-C1,8,5200 PIPER STATION DRIVE,,,,,
DBGS 2018-C1,8,9502 MOUNT HOLLY HUNTERSVILLE ROAD,,,,,
DBGS 2018-C1,8,8315 STEELE CREEK ROAD,,,,,
DBGS 2018-C1,8,4401 PARK ROAD,,,,,
DBGS 2018-C1,8,240 CAROWINDS BOULEVARD,,,,,
DBGS 2018-C1,8,9701 SAM FURR ROAD,,,,,
DBGS 2018-C1,8,8010 SOUTH TRYON STREET,,,,,
DBGS 2018-C1,8,10806 PROVIDENCE ROAD,,,,,
DBGS 2018-C1,8,9608 UNIVERSITY CITY BOULEVARD,,,,,
DBGS 2018-C1,8,1120 WEST SUGAR CREEK ROAD,,,,,
DBGS 2018-C1,8,2825 LITTLE ROCK ROAD,,,,,
DBGS 2018-C1,8,12710 SOUTH TRYON STREET,,,,,
DBGS 2018-C1,8,10023 NORTH TRYON STREET,,,,,
DBGS 2018-C1,8,3800 CENTRAL AVENUE,,,,,
DBGS 2018-C1,8,1901 PAVILION BOULEVARD,,,,,
DBGS 2018-C1,8,5701 OLD PROVIDENCE ROAD,,,,,
DBGS 2018-C1,8,7740 BRUTON SMITH BOULEVARD,,,,,
DBGS 2018-C1,8,5455 BROOKSHIRE BOULEVARD,,,,,
DBGS 2018-C1,8,11208 EAST INDEPENDENCE BOULEVARD,,,,,
DBGS 2018-C1,8,9025 MALLARD CREEK ROAD,,,,,
DBGS 2018-C1,8,10700 REAMES ROAD,,,,,
DBGS 2018-C1,8,5115 OLD DOWD ROAD,,,,,
DBGS 2018-C1,8,304 UNIONVILLE-INDIAN TRAIL ROAD WEST,,,,,
DBGS 2018-C1,8,8925 NATIONS FORD ROAD,,,,,
DBGS 2018-C1,8,4808 BROOKSHIRE BOULEVARD,,,,,
DBGS 2018-C1,8,1700 WINDSOR SQUARE DRIVE,,,,,
DBGS 2018-C1,8,2840 EASTWAY DRIVE,,,,,
DBGS 2018-C1,8,105 SOUTH POLK STREET,,,,,
DBGS 2018-C1,8,6886 POPLAR TENT ROAD,,,,,
DBGS 2018-C1,8,5124 CENTRAL AVENUE,,,,,
DBGS 2018-C1,8,6401 OLD STATESVILLE ROAD,,,,,
DBGS 2018-C1,8,6233 ALBEMARLE ROAD,,,,,
DBJPM 2017-C6,10,Lucky Store #755,,,,,
DBJPM 2017-C6,16,Faudree Ranch Apartments,,,,,
DBJPM 2017-C6,17,LC Hamburg Farms,,,,,
DBJPM 2017-C6,19,City Crossing,,,,,
DBJPM 2017-C6,2,BAE Facility,,,,,
DBJPM 2017-C6,22,University Shopping Center,,,,,
DBJPM 2017-C6,25,Cincinnatti Eastgate Holiday Inn,,,,,
DBJPM 2017-C6,26,2121 Ella Blvd.,,,,,
DBJPM 2017-C6,30,Springhill Suites Wilmington Mayfaire,,,,,
DBJPM 2017-C6,31,Long Meadow Farms,,,,,
DBJPM 2017-C6,34,Union Hotel - Brooklyn,,,,,
DBJPM 2017-C6,37,Royal Palm Square,,,,,
DBJPM 2017-C6,41,2800 Sprouse Drive,,,,,
DBJPM 2017-C6,8,Wilmont,,,,,
DBJPM 2020-C9,1,Sarasota Distribution Hub,,,,,
DBJPM 2020-C9,6,Chase Center Tower 1,,,,,
DBJPM 2020-C9,7,Chase Center Tower II,,,,,
FIVE 2023-V1,2,405 Colorado,,,,,
FIVE 2023-V1,3,3PL Distribution Center,,,,,
GSMS 2017-GS5,14,AMA Plaza,,,,,
GSMS 2017-GS5,23,Home2 Suites Tuscaloosa,,,,,
GSMS 2017-GS5,24,Rainbow & Badura,,,,,
GSMS 2017-GS6,30,Metro Self Storage - Limerick,,,,,
GSMS 2017-GS6,32,Best Buy Danvers,,,,,
GSMS 2017-GS6,33,1076 Pittsburgh Drive,,,,,
GSMS 2017-GS7,12,MARRIOTT GRAND CAYMAN,,,,,
GSMS 2017-GS7,24,GREENVILLE AVENUE,,,,,
GSMS 2017-GS7,30,ERINDALE SQUARE,,,,,
GSMS 2017-GS8,5,RESIDENCE INN KANSAS CITY OLATHE,,,,,
GSMS 2017-GS8,5,RESIDENCE INN MONROE,,,,,
GSMS 2017-GS8,5,RESIDENCE INN SAN ANTONIO NORTH STONE OAK,,,,,
GSMS 2017-GS8,5,AMARILLO RESIDENCE INN,,,,,
GSMS 2017-GS8,5,TOWNEPLACE SUITES SCRANTON,,,,,
GSMS 2017-GS8,5,SPRINGHILL SUITES WATERFORD,,,,,
GSMS 2017-GS8,5,MADISON RESIDENCE INN,,,,,
GSMS 2017-GS8,5,"PEORIA, IL RESIDENCE INN",,,,,
GSMS 2017-GS8,5,LAFAYETTE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,EDEN PRAIRIE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,TINLEY PARK FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,ST. JOSEPH HAMPTON INN,,,,,
GSMS 2017-GS8,5,BURNSVILLE HAMPTON INN,,,,,
GSMS 2017-GS8,5,"PEORIA, IL COURTYARD",,,,,
GSMS 2017-GS8,5,CHAMPAIGN COURTYARD,,,,,
GSMS 2017-GS8,5,SPRINGFIELD COURTYARD,,,,,
GSMS 2017-GS8,5,AKRON COURTYARD,,,,,
GSMS 2017-GS8,5,EL PASO HOLIDAY INN EXPRESS & SUITES,,,,,
GSMS 2017-GS8,5,MEMPHIS SPRINGHILL SUITES,,,,,
GSMS 2017-GS8,5,TINLEY PARK HAMPTON INN,,,,,
GSMS 2017-GS8,5,PHOENIX TOWNEPLACE SUITES,,,,,
GSMS 2017-GS8,5,WOODBURY HAMPTON INN,,,,,
GSMS 2017-GS8,5,COLORADO SPRINGS FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,WICHITA FALLS HAMPTON INN,,,,,
GSMS 2017-GS8,5,ZANESVILLE HAMPTON INN,,,,,
GSMS 2017-GS8,5,HOLLAND FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,LUBBOCK HAMPTON INN,,,,,
GSMS 2017-GS8,5,PHOENIX SPRINGHILL SUITES,,,,,
GSMS 2017-GS8,5,LEWISVILLE RESIDENCE INN,,,,,
GSMS 2017-GS8,5,BATTLE CREEK HAMPTON INN,,,,,
GSMS 2017-GS8,5,COURTYARD SCRANTON,,,,,
GSMS 2017-GS8,5,SPRINGFIELD FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,BRANSON FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,TOLEDO FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,CORPUS CHRISTI RESIDENCE INN,,,,,
GSMS 2017-GS8,5,COLUMBUS HOMEWOOD SUITES,,,,,
GSMS 2017-GS8,5,HOUSTON BROOKHOLLOW SPRINGHILL SUITES,,,,,
GSMS 2017-GS8,5,RESIDENCE INN FORT SMITH,,,,,
GSMS 2017-GS8,5,JOLIET FAIRFIELD INN & SUITES NORTH,,,,,
GSMS 2017-GS8,5,PLANO FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,TOPEKA RESIDENCE INN,,,,,
GSMS 2017-GS8,5,BEDFORD TOWNEPLACE SUITES,,,,,
GSMS 2017-GS8,5,WICHITA HAMPTON INN,,,,,
GSMS 2017-GS8,5,HOLIDAY INN EXPRESS MALVERN,,,,,
GSMS 2017-GS8,5,GREELEY FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,AMARILLO FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,DALLAS HOMEWOOD SUITES,,,,,
GSMS 2017-GS8,5,OSHKOSH FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,BURNSVILLE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,WILLOWBROOK HOMEWOOD SUITES,,,,,
GSMS 2017-GS8,5,MEMPHIS FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,MANSFIELD HAMPTON INN,,,,,
GSMS 2017-GS8,5,LUBBOCK FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,MISHAWAKA FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,ABILENE HAMPTON INN,,,,,
GSMS 2017-GS8,5,AKRON HAMPTON INN,,,,,
GSMS 2017-GS8,5,FORT WORTH HAMPTON INN,,,,,
GSMS 2017-GS8,5,BLOOMINGTON COURTYARD,,,,,
GSMS 2017-GS8,5,FARGO COMFORT SUITES,,,,,
GSMS 2017-GS8,5,FINDLAY FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,STEVENS POINT FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,QUINCY FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,FINDLAY HAMPTON INN,,,,,
GSMS 2017-GS8,5,FORSYTH FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,MUNCIE FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,BISMARCK SOUTH FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,LEES SUMMIT FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,NORMAN FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,DALLAS I-635 FAIRFIELD INN & SUITES (PARK CENTRAL),,,,,
GSMS 2017-GS8,5,COUNCIL BLUFFS FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,TERRE HAUTE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,CHAMPAIGN FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,HOUSTON BROOKHOLLOW TOWNEPLACE SUITES,,,,,
GSMS 2017-GS8,5,CORPUS CHRISTI FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,FARGO FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,GALESBURG FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,ABILENE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,BILLINGS FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,PERU FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,MESQUITE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,SAN ANGELO HAMPTON INN,,,,,
GSMS 2017-GS8,5,BISMARCK NORTH FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,WILLOWBROOK HAMPTON INN,,,,,
GSMS 2017-GS8,5,TOLEDO COUNTRY INN & SUITES,,,,,
GSMS 2017-GS8,5,DUBUQUE FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,KANKAKEE FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,CANTON FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,WESTCHASE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,LIMA FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,OWATONNA COUNTRY INN & SUITES,,,,,
GSMS 2017-GS8,5,SAGINAW FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,YOUNGSTOWN HAMPTON INN,,,,,
GSMS 2017-GS8,5,LONGVIEW FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,MIDDLETOWN FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,MISHAWAKA BEST WESTERN PLUS,,,,,
GSMS 2017-GS8,5,TYLER FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,STAFFORD HAMPTON INN,,,,,
GSMS 2017-GS8,5,LINCOLN FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,SAGINAW COMFORT SUITES,,,,,
GSMS 2017-GS8,5,HUMBLE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,CORPUS CHRISTI COUNTRY INN & SUITES,,,,,
GSMS 2017-GS8,5,YOUNGSTOWN FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,STILLWATER FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,QUAIL SPRINGS FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,TEMPLE FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,TOPEKA FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,LINCOLN COMFORT SUITES,,,,,
GSMS 2017-GS8,5,WICHITA COMFORT INN,,,,,
GSMS 2017-GS8,5,BLOOMINGTON COMFORT SUITES,,,,,
GSMS 2017-GS8,5,GRAND FORKS FAIRFIELD INN,,,,,
GSMS 2017-GS8,5,WACO FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,HILTON GARDEN INN GLASTONBURY,,,,,
GSMS 2017-GS8,5,SHERATON HOTEL WOODBURY,,,,,
GSMS 2017-GS8,5,DOUBLETREE HOLLAND,,,,,
GSMS 2017-GS8,5,LEXINGTON RESIDENCE INN,,,,,
GSMS 2017-GS8,5,RESIDENCE INN MYSTIC GROTON,,,,,
GSMS 2017-GS8,5,LEXINGTON COURTYARD,,,,,
GSMS 2017-GS8,5,RESIDENCE INN BATON ROUGE,,,,,
GSMS 2017-GS8,5,TOWNEPLACE SUITES BOISE DOWNTOWN,,,,,
GSMS 2017-GS8,5,SAN BERNARDINO HAMPTON INN & SUITES,,,,,
GSMS 2017-GS8,5,FAIRFIELD INN AND SUITES RENO SPARKS,,,,,
GSMS 2017-GS8,5,KALAMAZOO-PORTAGE COURTYARD,,,,,
GSMS 2017-GS8,5,BISMARCK RESIDENCE INN,,,,,
GSMS 2017-GS8,5,RESIDENCE INN SOUTHINGTON,,,,,
GSMS 2017-GS8,5,BLOOMINGTON FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,MONTGOMERYVILLE STAYBRIDGE SUITES,,,,,
GSMS 2017-GS8,5,TOWNEPLACE SUITES POCATELLO,,,,,
GSMS 2017-GS8,5,ROCKFORD RESIDENCE INN,,,,,
GSMS 2017-GS8,5,RESIDENCE INN DANBURY,,,,,
GSMS 2017-GS8,5,WESTMINSTER HAMPTON INN,,,,,
GSMS 2017-GS8,5,APPLETON RESIDENCE INN,,,,,
GSMS 2017-GS8,5,QUANTICO COURTYARD,,,,,
GSMS 2017-GS8,5,EL PASO STAYBRIDGE SUITES,,,,,
GSMS 2017-GS8,5,FARGO RESIDENCE INN,,,,,
GSMS 2017-GS8,5,LANGHORNE SPRINGHILL SUITES,,,,,
GSMS 2017-GS8,5,FAIRFIELD INN AND SUITES BETHLEHEM,,,,,
GSMS 2017-GS8,5,MENDOTA HEIGHTS FAIRFIELD INN & SUITES,,,,,
GSMS 2017-GS8,5,RESIDENCE INN ALBUQUERQUE,,,,,
GSMS 2018-GS10,1,GSK NORTH AMERICAN HQ,,,,,
GSMS 2018-GS9,14,LEXINGTON RESIDENCE INN,,,,,
GSMS 2018-GS9,14,GRAND FORKS FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,BLOOMINGTON COMFORT SUITES,,,,,
GSMS 2018-GS9,14,WICHITA COMFORT INN,,,,,
GSMS 2018-GS9,14,LINCOLN COMFORT SUITES,,,,,
GSMS 2018-GS9,14,TOPEKA FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,TEMPLE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,QUAIL SPRINGS FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,STILLWATER FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,YOUNGSTOWN FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,CORPUS CHRISTI COUNTRY INN & SUITES,,,,,
GSMS 2018-GS9,14,HUMBLE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,SAGINAW COMFORT SUITES,,,,,
GSMS 2018-GS9,14,LINCOLN FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,STAFFORD HAMPTON INN,,,,,
GSMS 2018-GS9,14,TYLER FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,MISHAWAKA BEST WESTERN PLUS,,,,,
GSMS 2018-GS9,14,MIDDLETOWN FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,LONGVIEW FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,YOUNGSTOWN HAMPTON INN,,,,,
GSMS 2018-GS9,14,SAGINAW FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,OWATONNA COUNTRY INN & SUITES,,,,,
GSMS 2018-GS9,14,LIMA FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,WESTCHASE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,CANTON FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,KANKAKEE FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,DUBUQUE FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,TOLEDO COUNTRY INN & SUITES,,,,,
GSMS 2018-GS9,14,WILLOWBROOK HAMPTON INN,,,,,
GSMS 2018-GS9,14,BISMARCK NORTH FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,SAN ANGELO HAMPTON INN,,,,,
GSMS 2018-GS9,14,MESQUITE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,PERU FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,BILLINGS FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,ABILENE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,GALESBURG FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,FARGO FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,CORPUS CHRISTI FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,HOUSTON BROOKHOLLOW TOWNEPLACE SUITES,,,,,
GSMS 2018-GS9,14,CHAMPAIGN FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,WACO FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,TERRE HAUTE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,COUNCIL BLUFFS FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,DALLAS I-635 FAIRFIELD INN & SUITES (PARK CENTRAL),,,,,
GSMS 2018-GS9,14,NORMAN FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,LEES SUMMIT FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,BISMARCK SOUTH FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,MUNCIE FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,FORSYTH FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,FINDLAY HAMPTON INN,,,,,
GSMS 2018-GS9,14,QUINCY FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,STEVENS POINT FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,FINDLAY FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,FARGO COMFORT SUITES,,,,,
GSMS 2018-GS9,14,BLOOMINGTON COURTYARD,,,,,
GSMS 2018-GS9,14,FORT WORTH HAMPTON INN,,,,,
GSMS 2018-GS9,14,AKRON HAMPTON INN,,,,,
GSMS 2018-GS9,14,ABILENE HAMPTON INN,,,,,
GSMS 2018-GS9,14,MISHAWAKA FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,LUBBOCK FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,MANSFIELD HAMPTON INN,,,,,
GSMS 2018-GS9,14,MEMPHIS FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,WILLOWBROOK HOMEWOOD SUITES,,,,,
GSMS 2018-GS9,14,BURNSVILLE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,OSHKOSH FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,DALLAS HOMEWOOD SUITES,,,,,
GSMS 2018-GS9,14,AMARILLO FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,GREELEY FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,HOLIDAY INN EXPRESS MALVERN,,,,,
GSMS 2018-GS9,14,WICHITA HAMPTON INN,,,,,
GSMS 2018-GS9,14,BEDFORD TOWNEPLACE SUITES,,,,,
GSMS 2018-GS9,14,TOPEKA RESIDENCE INN,,,,,
GSMS 2018-GS9,14,PLANO FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,JOLIET FAIRFIELD INN & SUITES NORTH,,,,,
GSMS 2018-GS9,14,RESIDENCE INN FORT SMITH,,,,,
GSMS 2018-GS9,14,HOUSTON BROOKHOLLOW SPRINGHILL SUITES,,,,,
GSMS 2018-GS9,14,COLUMBUS HOMEWOOD SUITES,,,,,
GSMS 2018-GS9,14,CORPUS CHRISTI RESIDENCE INN,,,,,
GSMS 2018-GS9,14,TOLEDO FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,BRANSON FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,SPRINGFIELD FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,COURTYARD SCRANTON,,,,,
GSMS 2018-GS9,14,BATTLE CREEK HAMPTON INN,,,,,
GSMS 2018-GS9,14,LEWISVILLE RESIDENCE INN,,,,,
GSMS 2018-GS9,14,PHOENIX SPRINGHILL SUITES,,,,,
GSMS 2018-GS9,14,LUBBOCK HAMPTON INN,,,,,
GSMS 2018-GS9,14,HOLLAND FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,ZANESVILLE HAMPTON INN,,,,,
GSMS 2018-GS9,14,WICHITA FALLS HAMPTON INN,,,,,
GSMS 2018-GS9,14,COLORADO SPRINGS FAIRFIELD INN,,,,,
GSMS 2018-GS9,14,WOODBURY HAMPTON INN,,,,,
GSMS 2018-GS9,14,PHOENIX TOWNEPLACE SUITES,,,,,
GSMS 2018-GS9,14,TINLEY PARK HAMPTON INN,,,,,
GSMS 2018-GS9,14,MEMPHIS SPRINGHILL SUITES,,,,,
GSMS 2018-GS9,14,EL PASO HOLIDAY INN EXPRESS & SUITES,,,,,
GSMS 2018-GS9,14,AKRON COURTYARD,,,,,
GSMS 2018-GS9,14,SPRINGFIELD COURTYARD,,,,,
GSMS 2018-GS9,14,CHAMPAIGN COURTYARD,,,,,
GSMS 2018-GS9,14,"PEORIA, IL COURTYARD",,,,,
GSMS 2018-GS9,14,BURNSVILLE HAMPTON INN,,,,,
GSMS 2018-GS9,14,ST. JOSEPH HAMPTON INN,,,,,
GSMS 2018-GS9,14,TINLEY PARK FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,EDEN PRAIRIE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,LAFAYETTE FAIRFIELD INN & SUITES,,,,,
GSMS 2018-GS9,14,"PEORIA, IL RESIDENCE INN",,,,,
GSMS 2018-GS9,14,MADISON RESIDENCE INN,,,,,
GSMS 2018-GS9,14,SPRINGHILL SUITES WATERFORD,,,,,
GSMS 2018-GS9,14,TOWNEPLACE SUITES SCRANTON,,,,,
GSMS 2018-GS9,14,AMARILLO RESIDENCE INN,,,,,
GSMS 2018-GS9,14,RESIDENCE INN SAN ANTONIO NORTH STONE OAK,,,,,
GSMS 2018-GS9,14,RESIDENCE INN MONROE,,,,,
GSMS 2018-GS9,14,RESIDENCE INN KANSAS CITY OLATHE,,,,,
GSMS 2018-GS9,14,RESIDENCE INN ALBUQUERQUE,,,,,
GSMS 2018-GS9,14,MENDOTA HEIGHTS FAIRFIELD INN & SUITES,,,,,
